phenotype_year	plant_id	Cycle	Site	Time	serpentine	FHBDON	FHBZEA
2022	20SGH002548	C10	OLA	5	235	14	1
2022	20SGH003748	C10	OLA	5	236	2.3	0
2022	20SGH000972	C10	OLA	5	237	13.2	0.4
2022	NA	C10	OLA	5	238	14.2	1.8
2022	20SGH002709	C10	OLA	5	239	1.5	0
2022	NA	C10	OLA	5	241	26.8	7.3
2022	20SGH000839	C10	OLA	5	242	3.3	0
2022	19SGH003370	C10	OLA	5	243	4.4	0
2022	20SGH002611	C10	OLA	5	244	3.3	0.2
2022	20SGH002662	C10	OLA	5	245	1.3	0
2022	20SGH000706	C10	OLA	5	246	1.3	0.6
2022	20SGH000088	C10	OLA	5	247	1.4	0
2022	NA	C10	OLA	5	249	1.1	0
2022	20SGH003738	C10	OLA	5	250	1.3	0.3
2022	20SGH003350	C10	OLA	5	251	5.7	0
2022	19SGH000369	C10	OLA	5	254	0.5	0
2022	20SGH002930	C10	OLA	5	255	2.1	0
2022	20SGH001502	C10	OLA	5	257	2.2	0
2022	20SGH003231	C10	OLA	5	258	0	0
2022	20SGH000139	C10	OLA	5	259	1.2	0
2022	20SGH003158	C10	OLA	5	261	8.4	0.7
2022	20SGH000468	C10	OLA	5	262	6.1	0.7
2022	NA	C10	OLA	5	263	14.6	0
2022	20SGH000663	C10	OLA	5	264	1.3	1
2022	20SGH002280	C10	OLA	5	265	1.7	0.2
2022	20SGH000092	C10	OLA	5	268	4.2	0.5
2022	20SGH003396	C10	OLA	5	269	3.5	0
2022	20SGH000399	C10	OLA	5	270	16.9	0.7
2022	20SGH003473	C10	OLA	5	272	2.5	0.5
2022	NA	C10	OLA	5	273	21.3	2.6
2022	20SGH000335	C10	OLA	5	274	13.2	0.9
2022	20SGH003053	C10	OLA	5	275	5.9	0.1
2022	20SGH000366	C10	OLA	5	277	2.6	0.4
2022	20SGH000170	C10	OLA	5	278	25.9	0.8
2022	20SGH002331	C10	OLA	5	279	5.8	0.3
2022	20SGH000067	C10	OLA	5	280	3.7	0
2022	20SGH001695	C10	OLA	5	281	22.5	0.4
2022	NA	C10	OLA	5	282	74.6	45.8
2022	20SGH003304	C10	OLA	5	283	2.7	1.9
2022	NA	C10	OLA	5	286	36.6	1.3
2022	20SGH000158	C10	OLA	5	287	14.9	0.4
2022	20SGH001798	C10	OLA	5	288	25.5	0.2
2022	NA	C10	OLA	5	289	34.7	69.1
2022	20SGH003515	C10	OLA	5	290	0	0
2022	20SGH000554	C10	OLA	5	292	10.2	0
2022	20SGH000207	C10	OLA	5	293	27.5	0
2022	20SGH002197	C10	OLA	5	296	7.3	0.3
2022	20SGH000651	C10	OLA	5	298	6.9	0.3
2022	20SGH002251	C10	OLA	5	300	5	0.3
2022	NA	C10	OLA	5	301	58.1	10
2022	20SGH001299	C10	OLA	5	302	10.8	0.5
2022	NA	C10	OLA	5	303	28.3	3.3
2022	20SGH002861	C10	OLA	5	304	9.4	0.9
2022	20SGH003563	C10	OLA	5	305	6.2	0
2022	20SGH003051	C10	OLA	5	306	4.3	0
2022	20SGH000472	C10	OLA	5	307	4.5	0.2
2022	20SGH001741	C10	OLA	5	308	2.9	0.1
2022	19SGH003816	C10	OLA	5	309	5.5	0.3
2022	20SGH000413	C10	OLA	5	310	14.6	0
2022	19SGH004077	C10	OLA	5	311	10.5	0
2022	20SGH001538	C10	OLA	5	312	9.3	0.2
2022	20SGH000066	C10	OLA	5	313	12.1	1.1
2022	20SGH000225	C10	OLA	5	314	4.2	0
2022	19SGH004077	C10	OLA	5	315	2.1	0.1
2022	20SGH002061	C10	OLA	5	316	7.4	0.8
2022	20SGH000227	C10	OLA	5	317	20.9	1
2022	NA	C10	OLA	5	318	21.4	14.4
2022	20SGH000254	C10	OLA	5	319	8.4	1.4
2022	20SGH000271	C10	OLA	5	320	1.4	0.2
2022	20SGH002801	C10	OLA	5	321	5.4	0
2022	20SGH002187	C10	OLA	5	322	5.7	0.1
2022	20SGH002098	C10	OLA	5	323	5.5	0.6
2022	20SGH002910	C10	OLA	5	324	11.3	1.3
2022	20SGH000835	C10	OLA	5	325	11	0.9
2022	20SGH002954	C10	OLA	5	326	21	1
2022	20SGH001087	C10	OLA	5	328	19.1	1.1
2022	NA	C10	OLA	5	329	28.8	1.3
2022	20SGH001424	C10	OLA	5	330	6.4	0.8
2022	20SGH001434	C10	OLA	5	331	7.2	0.8
2022	20SGH000627	C10	OLA	5	332	13.4	0.7
2022	NA	C10	OLA	5	333	7.1	0.5
2022	20SGH000214	C10	OLA	5	334	14.1	0
2022	20SGH001051	C10	OLA	5	336	3.2	0.4
2022	20SGH000462	C10	OLA	5	339	6.4	0.9
2022	20SGH002194	C10	OLA	5	342	7.6	0.2
2022	20SGH000055	C10	OLA	5	343	4	0
2022	NA	C10	OLA	5	344	1.7	0
2022	20SGH001245	C10	OLA	5	345	3.8	0
2022	20SGH003902	C10	OLA	5	347	2.5	0
2022	20SGH003811	C10	OLA	5	349	1.6	0
2022	20SGH001139	C10	OLA	5	351	3	0
2022	20SGH001789	C10	OLA	5	354	9.9	0.1
2022	20SGH000417	C10	OLA	5	355	7.7	0
2022	20SGH003098	C10	OLA	5	356	0.6	0.5
2022	20SGH002357	C10	OLA	5	358	1.5	0
2022	20SGH002831	C10	OLA	5	360	2.6	0
2022	20SGH000892	C10	OLA	5	361	7.8	0.2
2022	20SGH000460	C10	OLA	5	362	3.3	0
2022	20SGH000935	C10	OLA	5	363	5.3	3.2
2022	20SGH003062	C10	OLA	5	364	3.3	0.2
2022	20SGH001731	C10	OLA	5	365	2.3	0.2
2022	20SGH000197	C10	OLA	5	366	2	0
2022	20SGH003124	C10	OLA	5	369	0	0
2022	20SGH003219	C10	OLA	5	370	4.3	0.1
2022	NA	C10	OLA	5	371	0.4	0
2022	20SGH000479	C10	OLA	5	372	5.3	0
2022	19SGH000512	C10	OLA	5	373	7.3	0.5
2022	20SGH002402	C10	OLA	5	374	22.9	1
2022	20SGH001192	C10	OLA	5	375	11.3	0
2022	NA	C10	OLA	5	376	13.6	0.4
2022	20SGH003638	C10	OLA	5	377	24.4	0
2022	20SGH001388	C10	OLA	5	378	11.3	0
2022	20SGH000582	C10	OLA	5	379	10.8	0
2022	20SGH002893	C10	OLA	5	380	11.1	1.1
2022	20SGH002754	C10	OLA	5	381	31	0.3
2022	20SGH000388	C10	OLA	5	382	4.4	0
2022	20SGH002394	C10	OLA	5	384	2.4	0.2
2022	20SGH001491	C10	OLA	5	385	6.5	0.1
2022	20SGH002295	C10	OLA	5	386	22.8	0.7
2022	20SGH001120	C10	OLA	5	387	4.1	0
2022	20SGH003536	C10	OLA	5	388	3.1	0
2022	20SGH003461	C10	OLA	5	389	7.4	0.2
2022	20SGH001439	C10	OLA	5	390	8.8	0.5
2022	20SGH001971	C10	OLA	5	391	22.6	0
2022	20SGH000496	C10	OLA	5	392	0.7	0
2022	20SGH002620	C10	OLA	5	394	0	0
2022	20SGH002989	C10	OLA	5	395	13.2	2.8
2022	20SGH001059	C10	OLA	5	396	16	0.5
2022	20SGH003920	C10	OLA	5	397	8.3	0.4
2022	20SGH000586	C10	OLA	5	398	4.9	0
2022	NA	C10	OLA	5	401	19.2	0.6
2022	20SGH002419	C10	OLA	5	402	6.3	0
2022	20SGH002238	C10	OLA	5	404	14.4	0.4
2022	20SGH002156	C10	OLA	5	405	3.1	0
2022	20SGH003851	C10	OLA	5	406	16.3	0
2022	NA	C10	OLA	5	407	60	20.4
2022	20SGH000790	C10	OLA	5	408	10.8	1.6
2022	20SGH002338	C10	OLA	5	409	15.4	0.1
2022	NA	C10	OLA	5	410	49.1	7.4
2022	20SGH000033	C10	OLA	5	411	19.7	2
2022	NA	C10	OLA	5	412	28.5	12.4
2022	20SGH002149	C10	OLA	5	413	1.7	0.2
2022	20SGH000614	C10	OLA	5	414	6.7	0
2022	20SGH000519	C10	OLA	5	416	11.3	1
2022	20SGH003453	C10	OLA	5	420	9	0
2022	20SGH002137	C10	OLA	5	421	18.4	0.5
2022	20SGH001270	C10	OLA	5	422	9.3	0.2
2022	20SGH001699	C10	OLA	5	423	12.5	0.5
2022	20SGH001666	C10	OLA	5	424	12.9	0.6
2022	20SGH001392	C10	OLA	5	425	0	0
2022	NA	C10	OLA	5	426	92.4	42.5
2022	20SGH002856	C10	OLA	5	428	11.3	10.1
2022	20SGH001395	C10	OLA	5	429	18.9	0
2022	20SGH001420	C10	OLA	5	430	4.8	0
2022	20SGH003820	C10	OLA	5	431	3.8	0
2022	NA	C10	OLA	5	432	41.3	4.9
2022	20SGH001320	C10	OLA	5	433	10.1	0.3
2022	20SGH002227	C10	OLA	5	437	4.7	0
2022	20SGH000755	C10	OLA	5	438	3.2	0
2022	19SGH00932	C10	OLA	5	439	1	0
2022	20SGH001504	C10	OLA	5	440	2.9	0
2022	20SGH000710	C10	OLA	5	441	7.2	0.2
2022	NA	C10	OLA	5	442	19.7	0.3
2022	20SGH003169	C10	OLA	5	443	12.1	0.2
2022	20SGH003854	C10	OLA	5	444	11.4	0.5
2022	20SGH002044	C10	OLA	5	448	2.8	0
2022	20SGH003506	C10	OLA	5	449	0.4	0
2022	19SGH000932	C10	OLA	5	450	2.5	0
