"","EntityID","CPGID","PlantID","source_id","germplasm_id","experiment_id","PlotID","Selection","Entry","planting_date","StartingCorner","Row","Range","easting","northing","altitude","rep","block","notes","DON","ZEA"
"117","20FHB000117",2117,"Everest",NA,"Everest","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_117_CPG2117_Everest","resistant check","winter wheat","2020-10-16","SW",4,8,0,0,0,0,0,"ww_check",NA,NA
"118","20FHB000118",2118,"743","20SGH000743","C10_000743","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_118_CPG2118_743","experimental","C10","2020-10-16","SW",4,7,0,0,0,0,0,NA,0,0.1
"119","20FHB000119",2119,"1159","20SGH001159","C10_001159","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_119_CPG2119_1159","experimental","C10","2020-10-16","SW",4,6,0,0,0,0,0,NA,0,0
"120","20FHB000120",2120,"849","20SGH000849","C10_000849","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_120_CPG2120_849","experimental","C10","2020-10-16","SW",4,5,0,0,0,0,0,NA,NA,NA
"121","20FHB000121",2121,"1919","20SGH001919","C10_001919","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_121_CPG2121_1919","experimental","C10","2020-10-16","SW",4,4,0,0,0,0,0,NA,0,0
"122","20FHB000122",2122,"3220","20SGH003220","C10_003220","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_122_CPG2122_3220","experimental","C10","2020-10-16","SW",4,3,0,0,0,0,0,NA,0,0
"123","20FHB000123",2123,"1070","20SGH001070","C10_001070","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_123_CPG2123_1070","experimental","C10","2020-10-16","SW",4,2,0,0,0,0,0,NA,0,0
"124","20FHB000124",2124,"574","20SGH000574","C10_000574","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_124_CPG2124_574","experimental","C10","2020-10-16","SW",4,1,0,0,0,0,0,NA,NA,NA
"125","20FHB000125",2125,"1691","20SGH001691","C10_001691","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_125_CPG2125_1691","experimental","C10","2020-10-16","SW",5,1,0,0,0,0,0,NA,2.5,0.6
"126","20FHB000126",2126,"3795","20SGH003795","C10_003795","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_126_CPG2126_3795","experimental","C10","2020-10-16","SW",5,2,0,0,0,0,0,NA,0,0
"127","20FHB000127",2127,"C9-3726","19SGH003726","C9_003726","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_127_CPG2127_C9-3726","top33 S FHB","C9 replicate","2020-10-16","SW",5,3,0,0,0,0,0,"C9 replicate",NA,NA
"128","20FHB000128",2128,"3358","20SGH003358","C10_003358","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_128_CPG2128_3358","experimental","C10","2020-10-16","SW",5,4,0,0,0,0,0,NA,0,0.1
"129","20FHB000129",2129,"1240","20SGH001240","C10_001240","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_129_CPG2129_1240","experimental","C10","2020-10-16","SW",5,5,0,0,0,0,0,NA,0,0
"130","20FHB000130",2130,"1871","20SGH001871","C10_001871","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_130_CPG2130_1871","experimental","C10","2020-10-16","SW",5,6,0,0,0,0,0,NA,0,0
"131","20FHB000131",2131,"Overley",NA,"Overley","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_131_CPG2131_Overley","susceptible check","winter wheat","2020-10-16","SW",5,7,0,0,0,0,0,"ww_check",0,5.9
"132","20FHB000132",2132,"C9-2633","19SGH002633","C9_002633","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_132_CPG2132_C9-2633","top10% R OH","C9 replicate","2020-10-16","SW",5,8,0,0,0,0,0,"C9 replicate",NA,NA
"133","20FHB000133",2133,"1215","20SGH001215","C10_001215","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_133_CPG2133_1215","experimental","C10","2020-10-16","SW",5,9,0,0,0,0,0,NA,0,0
"134","20FHB000134",2134,"2496","20SGH002496","C10_002496","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_134_CPG2134_2496","experimental","C10","2020-10-16","SW",5,10,0,0,0,0,0,NA,0,0
"135","20FHB000135",2135,"869","20SGH000869","C10_000869","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_135_CPG2135_869","experimental","C10","2020-10-16","SW",5,11,0,0,0,0,0,NA,0.1,0
"136","20FHB000136",2136,"740","20SGH000740","C10_000740","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_136_CPG2136_740","experimental","C10","2020-10-16","SW",5,12,0,0,0,0,0,NA,0,0
"137","20FHB000137",2137,"Roblin",NA,"Roblin","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_137_CPG2137_Roblin","susceptible check","spring wheat","2020-10-16","SW",5,13,0,0,0,0,0,"sw_check",NA,NA
"138","20FHB000138",2138,"3784","20SGH003784","C10_003784","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_138_CPG2138_3784","experimental","C10","2020-10-16","SW",5,14,0,0,0,0,0,NA,0,0.1
"139","20FHB000139",2139,"3816","20SGH003816","C10_003816","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_139_CPG2139_3816","experimental","C10","2020-10-16","SW",5,15,0,0,0,0,0,NA,0.5,0
"140","20FHB000140",2140,"C9-512","19SGH000512","C9_000512","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_140_CPG2140_C9-512","top 1 Inc2 R","C9 replicate","2020-10-16","SW",5,16,0,0,0,0,0,"C9 replicate",NA,NA
"141","20FHB000141",2141,"2353","20SGH002353","C10_002353","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_141_CPG2141_2353","experimental","C10","2020-10-16","SW",5,17,0,0,0,0,0,NA,0.8,0.1
"142","20FHB000142",2142,"3279","20SGH003279","C10_003279","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_142_CPG2142_3279","experimental","C10","2020-10-16","SW",5,18,0,0,0,0,0,NA,0,0
"143","20FHB000143",2143,"1627","20SGH001627","C10_001627","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_143_CPG2143_1627","experimental","C10","2020-10-16","SW",5,19,0,0,0,0,0,NA,0,0
"144","20FHB000144",2144,"2971","20SGH002971","C10_002971","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_144_CPG2144_2971","experimental","C10","2020-10-16","SW",5,20,0,0,0,0,0,NA,0,0
"145","20FHB000145",2145,"896","20SGH000896","C10_000896","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_145_CPG2145_896","experimental","C10","2020-10-16","SW",5,21,0,0,0,0,0,NA,0,0
"146","20FHB000146",2146,"1010","20SGH001010","C10_001010","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_146_CPG2146_1010","experimental","C10","2020-10-16","SW",5,22,0,0,0,0,0,NA,0,0
"147","20FHB000147",2147,"2260","20SGH002260","C10_002260","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_147_CPG2147_2260","experimental","C10","2020-10-16","SW",5,23,0,0,0,0,0,NA,0.5,0.1
"148","20FHB000148",2148,"371","20SGH000371","C10_000371","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_148_CPG2148_371","experimental","C10","2020-10-16","SW",5,24,0,0,0,0,0,NA,0,0
"149","20FHB000149",2149,"2438","20SGH002438","C10_002438","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_149_CPG2149_2438","experimental","C10","2020-10-16","SW",5,25,0,0,0,0,0,NA,NA,NA
"150","20FHB000150",2150,"693","20SGH000693","C10_000693","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_150_CPG2150_693","experimental","C10","2020-10-16","SW",5,26,0,0,0,0,0,NA,0,0
"151","20FHB000151",2151,"Bacup",NA,"Bacup","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_151_CPG2151_Bacup","resistant check","spring wheat","2020-10-16","SW",5,27,0,0,0,0,0,"sw_check",NA,NA
"152","20FHB000152",2152,"1102","20SGH001102","C10_001102","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_152_CPG2152_1102","experimental","C10","2020-10-16","SW",5,28,0,0,0,0,0,NA,0,0
"153","20FHB000153",2153,"1957","20SGH001957","C10_001957","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_153_CPG2153_1957","experimental","C10","2020-10-16","SW",5,29,0,0,0,0,0,NA,0.2,0
"154","20FHB000154",2154,"2913","20SGH002913","C10_002913","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_154_CPG2154_2913","experimental","C10","2020-10-16","SW",5,30,0,0,0,0,0,NA,0,0
"155","20FHB000155",2155,"23","20SGH000023","C10_000023","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_155_CPG2155_23","experimental","C10","2020-10-16","SW",5,31,0,0,0,0,0,NA,0,0
"156","20FHB000156",2156,"2871","20SGH002871","C10_002871","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_156_CPG2156_2871","experimental","C10","2020-10-16","SW",6,31,0,0,0,0,0,NA,NA,NA
"157","20FHB000157",2157,"Overley",NA,"Overley","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_157_CPG2157_Overley","susceptible check","winter wheat","2020-10-16","SW",6,30,0,0,0,0,0,"ww_check",NA,NA
"158","20FHB000158",2158,"C9-2587","19SGH002587","C9_002587","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_158_CPG2158_C9-2587","top10% R OH","C9 replicate","2020-10-16","SW",6,29,0,0,0,0,0,"C9 replicate",0,0
"159","20FHB000159",2159,"2790","20SGH002790","C10_002790","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_159_CPG2159_2790","experimental","C10","2020-10-16","SW",6,28,0,0,0,0,0,NA,0,0
"160","20FHB000160",2160,"C9-1829","19SGH001829","C9_001829","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_160_CPG2160_C9-1829","top33 S FHB","C9 replicate","2020-10-16","SW",6,27,0,0,0,0,0,"C9 replicate",NA,NA
"161","20FHB000161",2161,"1559","20SGH001559","C10_001559","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_161_CPG2161_1559","experimental","C10","2020-10-16","SW",6,26,0,0,0,0,0,NA,0,0.1
"162","20FHB000162",2162,"3234","20SGH003234","C10_003234","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_162_CPG2162_3234","experimental","C10","2020-10-16","SW",6,25,0,0,0,0,0,NA,0,0
"163","20FHB000163",2163,"676","20SGH000676","C10_000676","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_163_CPG2163_676","experimental","C10","2020-10-16","SW",6,24,0,0,0,0,0,NA,0.4,0
"164","20FHB000164",2164,"Overley",NA,"Overley","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_164_CPG2164_Overley","susceptible check","winter wheat","2020-10-16","SW",6,23,0,0,0,0,0,"ww_check",NA,NA
"165","20FHB000165",2165,"2000","20SGH002000","C10_002000","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_165_CPG2165_2000","experimental","C10","2020-10-16","SW",6,22,0,0,0,0,0,NA,0,0
"166","20FHB000166",2166,"2854","20SGH002854","C10_002854","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_166_CPG2166_2854","experimental","C10","2020-10-16","SW",6,21,0,0,0,0,0,NA,0.2,0.1
"167","20FHB000167",2167,"2233","20SGH002233","C10_002233","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_167_CPG2167_2233","experimental","C10","2020-10-16","SW",6,20,0,0,0,0,0,NA,0.6,0.1
"168","20FHB000168",2168,"1436","20SGH001436","C10_001436","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_168_CPG2168_1436","experimental","C10","2020-10-16","SW",6,19,0,0,0,0,0,NA,0,0
"169","20FHB000169",2169,"1533","20SGH001533","C10_001533","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_169_CPG2169_1533","experimental","C10","2020-10-16","SW",6,18,0,0,0,0,0,NA,0,0
"170","20FHB000170",2170,"561","20SGH000561","C10_000561","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_170_CPG2170_561","experimental","C10","2020-10-16","SW",6,17,0,0,0,0,0,NA,0,0
"171","20FHB000171",2171,"3030","20SGH003030","C10_003030","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_171_CPG2171_3030","experimental","C10","2020-10-16","SW",6,16,0,0,0,0,0,NA,0,0
"172","20FHB000172",2172,"792","20SGH000792","C10_000792","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_172_CPG2172_792","experimental","C10","2020-10-16","SW",6,15,0,0,0,0,0,NA,0.4,0.1
"173","20FHB000173",2173,"2176","20SGH002176","C10_002176","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_173_CPG2173_2176","experimental","C10","2020-10-16","SW",6,14,0,0,0,0,0,NA,0,0
"174","20FHB000174",2174,"2522","20SGH002522","C10_002522","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_174_CPG2174_2522","experimental","C10","2020-10-16","SW",6,13,0,0,0,0,0,NA,0.1,0.3
"175","20FHB000175",2175,"1763","20SGH001763","C10_001763","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_175_CPG2175_1763","experimental","C10","2020-10-16","SW",6,12,0,0,0,0,0,NA,NA,NA
"176","20FHB000176",2176,"1212","20SGH001212","C10_001212","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_176_CPG2176_1212","experimental","C10","2020-10-16","SW",6,11,0,0,0,0,0,NA,0,0
"177","20FHB000177",2177,"846","20SGH000846","C10_000846","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_177_CPG2177_846","experimental","C10","2020-10-16","SW",6,10,0,0,0,0,0,NA,0,0
"178","20FHB000178",2178,"3090","20SGH003090","C10_003090","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_178_CPG2178_3090","experimental","C10","2020-10-16","SW",6,9,0,0,0,0,0,NA,0,0
"179","20FHB000179",2179,"C9-932","19SGH000932","C9_000932","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_179_CPG2179_C9-932","top 1 Inc3 R","C9 replicate","2020-10-16","SW",6,8,0,0,0,0,0,"C9 replicate",0,0
"180","20FHB000180",2180,"1031","20SGH001031","C10_001031","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_180_CPG2180_1031","experimental","C10","2020-10-16","SW",6,7,0,0,0,0,0,NA,0,0
"181","20FHB000181",2181,"454","20SGH000454","C10_000454","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_181_CPG2181_454","experimental","C10","2020-10-16","SW",6,6,0,0,0,0,0,NA,0,0
"182","20FHB000182",2182,"1473","20SGH001473","C10_001473","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_182_CPG2182_1473","experimental","C10","2020-10-16","SW",6,5,0,0,0,0,0,NA,0.3,0
"183","20FHB000183",2183,"Bacup",NA,"Bacup","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_183_CPG2183_Bacup","resistant check","spring wheat","2020-10-16","SW",6,4,0,0,0,0,0,"sw_check",NA,NA
"184","20FHB000184",2184,"245","20SGH000245","C10_000245","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_184_CPG2184_245","experimental","C10","2020-10-16","SW",6,3,0,0,0,0,0,NA,0.3,0
"185","20FHB000185",2185,"18","20SGH000018","C10_000018","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_185_CPG2185_18","experimental","C10","2020-10-16","SW",6,2,0,0,0,0,0,NA,0,0
"186","20FHB000186",2186,"2124","20SGH002124","C10_002124","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_186_CPG2186_2124","experimental","C10","2020-10-16","SW",6,1,0,0,0,0,0,NA,1.3,0
"187","20FHB000187",2187,"Everest",NA,"Everest","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_187_CPG2187_Everest","resistant check","winter wheat","2020-10-16","SW",7,1,0,0,0,0,0,"ww_check",NA,NA
"188","20FHB000188",2188,"545","20SGH000545","C10_000545","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_188_CPG2188_545","experimental","C10","2020-10-16","SW",7,2,0,0,0,0,0,NA,0.5,0
"189","20FHB000189",2189,"2199","20SGH002199","C10_002199","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_189_CPG2189_2199","experimental","C10","2020-10-16","SW",7,3,0,0,0,0,0,NA,2.7,0
"190","20FHB000190",2190,"C9-3370","19SGH003370","C9_003370","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_190_CPG2190_C9-3370","top10 R FHB","C9 replicate","2020-10-16","SW",7,4,0,0,0,0,0,"C9 replicate",0.8,0
"191","20FHB000191",2191,"1555","20SGH001555","C10_001555","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_191_CPG2191_1555","experimental","C10","2020-10-16","SW",7,5,0,0,0,0,0,NA,0,0.1
"192","20FHB000192",2192,"2655","20SGH002655","C10_002655","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_192_CPG2192_2655","experimental","C10","2020-10-16","SW",7,6,0,0,0,0,0,NA,0,0
"193","20FHB000193",2193,"3307","20SGH003307","C10_003307","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_193_CPG2193_3307","experimental","C10","2020-10-16","SW",7,7,0,0,0,0,0,NA,0,0.1
"194","20FHB000194",2194,"307","20SGH000307","C10_000307","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_194_CPG2194_307","experimental","C10","2020-10-16","SW",7,8,0,0,0,0,0,NA,0.5,0.1
"195","20FHB000195",2195,"Everest",NA,"Everest","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_195_CPG2195_Everest","resistant check","winter wheat","2020-10-16","SW",7,9,0,0,0,0,0,"ww_check",NA,NA
"196","20FHB000196",2196,"1302","20SGH001302","C10_001302","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_196_CPG2196_1302","experimental","C10","2020-10-16","SW",7,10,0,0,0,0,0,NA,0,0
"197","20FHB000197",2197,"2670","20SGH002670","C10_002670","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_197_CPG2197_2670","experimental","C10","2020-10-16","SW",7,11,0,0,0,0,0,NA,0,0
"198","20FHB000198",2198,"2055","20SGH002055","C10_002055","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_198_CPG2198_2055","experimental","C10","2020-10-16","SW",7,12,0,0,0,0,0,NA,0,0.1
"199","20FHB000199",2199,"3613","20SGH003613","C10_003613","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_199_CPG2199_3613","experimental","C10","2020-10-16","SW",7,13,0,0,0,0,0,NA,0.2,0.2
"200","20FHB000200",2200,"823","20SGH000823","C10_000823","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_200_CPG2200_823","experimental","C10","2020-10-16","SW",7,14,0,0,0,0,0,NA,0,0
"201","20FHB000201",2201,"3705","20SGH003705","C10_003705","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_201_CPG2201_3705","experimental","C10","2020-10-16","SW",7,15,0,0,0,0,0,NA,0.1,0
"202","20FHB000202",2202,"3470","20SGH003470","C10_003470","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_202_CPG2202_3470","experimental","C10","2020-10-16","SW",7,16,0,0,0,0,0,NA,0.1,0.1
"203","20FHB000203",2203,"781","20SGH000781","C10_000781","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_203_CPG2203_781","experimental","C10","2020-10-16","SW",7,17,0,0,0,0,0,NA,0,0
"204","20FHB000204",2204,"3492","20SGH003492","C10_003492","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_204_CPG2204_3492","experimental","C10","2020-10-16","SW",7,18,0,0,0,0,0,NA,0.1,0
"205","20FHB000205",2205,"C9-1222","19SGH001222","C9_001222","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_205_CPG2205_C9-1222","top10% S EB","C9 replicate","2020-10-16","SW",7,19,0,0,0,0,0,"C9 replicate",0,0
"206","20FHB000206",2206,"1362","20SGH001362","C10_001362","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_206_CPG2206_1362","experimental","C10","2020-10-16","SW",7,20,0,0,0,0,0,NA,0.2,0.1
"207","20FHB000207",2207,"2637","20SGH002637","C10_002637","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_207_CPG2207_2637","experimental","C10","2020-10-16","SW",7,21,0,0,0,0,0,NA,0.2,0
"208","20FHB000208",2208,"190","20SGH000190","C10_000190","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_208_CPG2208_190","experimental","C10","2020-10-16","SW",7,22,0,0,0,0,0,NA,0,0
"209","20FHB000209",2209,"2413","20SGH002413","C10_002413","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_209_CPG2209_2413","experimental","C10","2020-10-16","SW",7,23,0,0,0,0,0,NA,0,0
"210","20FHB000210",2210,"C9-2695","19SGH002695","C9_002695","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_210_CPG2210_C9-2695","top10% S EB","C9 replicate","2020-10-16","SW",7,24,0,0,0,0,0,"C9 replicate",NA,NA
"211","20FHB000211",2211,"Roblin",NA,"Roblin","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_211_CPG2211_Roblin","susceptible check","spring wheat","2020-10-16","SW",7,25,0,0,0,0,0,"sw_check",NA,NA
"212","20FHB000212",2212,"1708","20SGH001708","C10_001708","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_212_CPG2212_1708","experimental","C10","2020-10-16","SW",7,26,0,0,0,0,0,NA,0.3,0.1
"213","20FHB000213",2213,"3338","20SGH003338","C10_003338","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_213_CPG2213_3338","experimental","C10","2020-10-16","SW",7,27,0,0,0,0,0,NA,0.2,0.1
"214","20FHB000214",2214,"546","20SGH000546","C10_000546","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_214_CPG2214_546","experimental","C10","2020-10-16","SW",7,28,0,0,0,0,0,NA,0.2,0.1
"215","20FHB000215",2215,"3618","20SGH003618","C10_003618","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_215_CPG2215_3618","experimental","C10","2020-10-16","SW",7,29,0,0,0,0,0,NA,0,0
"216","20FHB000216",2216,"1394","20SGH001394","C10_001394","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_216_CPG2216_1394","experimental","C10","2020-10-16","SW",7,30,0,0,0,0,0,NA,2.3,0
"217","20FHB000217",2217,"1898","20SGH001898","C10_001898","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_217_CPG2217_1898","experimental","C10","2020-10-16","SW",7,31,0,0,0,0,0,NA,0.1,0.2
"218","20FHB000218",2218,"Bacup",NA,"Bacup","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_218_CPG2218_Bacup","resistant check","spring wheat","2020-10-16","SW",8,31,0,0,0,0,0,"sw_check",NA,NA
"219","20FHB000219",2219,"C9-4136","19SGH004136","C9_004136","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_219_CPG2219_C9-4136","top10 R FHB","C9 replicate","2020-10-16","SW",8,30,0,0,0,0,0,"C9 replicate",NA,NA
"220","20FHB000220",2220,"3717","20SGH003717","C10_003717","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_220_CPG2220_3717","experimental","C10","2020-10-16","SW",8,29,0,0,0,0,0,NA,0.2,0.1
"221","20FHB000221",2221,"1352","20SGH001352","C10_001352","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_221_CPG2221_1352","experimental","C10","2020-10-16","SW",8,28,0,0,0,0,0,NA,0.2,0.1
"222","20FHB000222",2222,"3180","20SGH003180","C10_003180","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_222_CPG2222_3180","experimental","C10","2020-10-16","SW",8,27,0,0,0,0,0,NA,0.1,0.4
"223","20FHB000223",2223,"1467","20SGH001467","C10_001467","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_223_CPG2223_1467","experimental","C10","2020-10-16","SW",8,26,0,0,0,0,0,NA,0.3,0.1
"224","20FHB000224",2224,"2584","20SGH002584","C10_002584","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_224_CPG2224_2584","experimental","C10","2020-10-16","SW",8,25,0,0,0,0,0,NA,0,0
"225","20FHB000225",2225,"321","20SGH000321","C10_000321","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_225_CPG2225_321","experimental","C10","2020-10-16","SW",8,24,0,0,0,0,0,NA,0,0
"226","20FHB000226",2226,"3318","20SGH003318","C10_003318","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_226_CPG2226_3318","experimental","C10","2020-10-16","SW",8,23,0,0,0,0,0,NA,0,0
"227","20FHB000227",2227,"1053","20SGH001053","C10_001053","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_227_CPG2227_1053","experimental","C10","2020-10-16","SW",8,22,0,0,0,0,0,NA,0,0
"228","20FHB000228",2228,"Overley",NA,"Overley","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_228_CPG2228_Overley","susceptible check","winter wheat","2020-10-16","SW",8,21,0,0,0,0,0,"ww_check",NA,NA
"229","20FHB000229",2229,"448","20SGH000448","C10_000448","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_229_CPG2229_448","experimental","C10","2020-10-16","SW",8,20,0,0,0,0,0,NA,0,0
"230","20FHB000230",2230,"2465","20SGH002465","C10_002465","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_230_CPG2230_2465","experimental","C10","2020-10-16","SW",8,19,0,0,0,0,0,NA,0,0
"231","20FHB000231",2231,"1749","20SGH001749","C10_001749","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_231_CPG2231_1749","experimental","C10","2020-10-16","SW",8,18,0,0,0,0,0,NA,0,0.1
"232","20FHB000232",2232,"1532","20SGH001532","C10_001532","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_232_CPG2232_1532","experimental","C10","2020-10-16","SW",8,17,0,0,0,0,0,NA,0.1,0.1
"233","20FHB000233",2233,"2132","20SGH002132","C10_002132","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_233_CPG2233_2132","experimental","C10","2020-10-16","SW",8,16,0,0,0,0,0,NA,NA,NA
"234","20FHB000234",2234,"3353","20SGH003353","C10_003353","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_234_CPG2234_3353","experimental","C10","2020-10-16","SW",8,15,0,0,0,0,0,NA,0,0
"235","20FHB000235",2235,"378","20SGH00378","C10_00378","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_235_CPG2235_378","experimental","C10","2020-10-16","SW",8,14,0,0,0,0,0,NA,0,0
